URL,Label,Username Length,Contains Numbers,Contains Special Characters,Followers,Following,Posts,Account Type,Account Activity,Friends Count,Platform,Account_Type_Business,Account_Type_Personal,Platform_facebook,Platform_instagram,Platform_twitter
https://www.instagram.com/s2h6s5crm/,Fake,9,1,0,94,258,4,Business,0,,instagram,True,False,False,True,False
https://www.facebook.com/alex_johnson,Real,12,0,1,14304,3393,421,Personal,0,2928.0,facebook,False,True,True,False,False
https://www.facebook.com/olivia_wilson,Real,13,0,1,25107,21451,1223,Business,1,4066.0,facebook,True,False,True,False,False
https://twitter.com/sarah_brown,Real,11,0,1,48416,22942,428,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/brian_clark,Real,11,0,1,47632,39999,429,Business,1,318.0,facebook,True,False,True,False,False
https://www.instagram.com/m1y1g5/,Fake,6,1,0,83,218,0,Business,0,,instagram,True,False,False,True,False
https://twitter.com/chris_rogers,Real,12,0,1,1645,385,1278,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/22mok0kk6,Fake,9,1,0,188,3969,5,Business,0,15.0,facebook,True,False,True,False,False
https://www.facebook.com/brian_clark,Real,11,0,1,47435,21065,1209,Personal,0,4300.0,facebook,False,True,True,False,False
https://www.instagram.com/q9bh6wf4d/,Fake,9,1,0,21,673,5,Personal,1,,instagram,False,True,False,True,False
https://twitter.com/lisa_turner,Real,11,0,1,10384,7765,816,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/lisa_turner,Real,11,0,1,28145,3347,1680,Business,1,,twitter,True,False,False,False,True
https://twitter.com/5lsss_mo,Fake,8,1,1,375,1960,44,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/samantha_lee,Real,12,0,1,31773,18489,1424,Personal,1,4909.0,facebook,False,True,True,False,False
https://www.facebook.com/brian_clark,Real,11,0,1,34938,23572,899,Business,1,585.0,facebook,True,False,True,False,False
https://www.facebook.com/yvum2,Fake,5,1,0,307,506,49,Personal,0,106.0,facebook,False,True,True,False,False
https://www.facebook.com/f7uj0bk,Fake,7,1,0,282,2311,6,Personal,0,147.0,facebook,False,True,True,False,False
https://www.instagram.com/s0qbmyt7fyxmrcv/,Fake,15,1,0,30,275,4,Business,0,,instagram,True,False,False,True,False
https://twitter.com/ywxkzu,Fake,6,0,0,324,2967,4,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/samantha_lee,Real,12,0,1,6981,4981,1750,Personal,0,2369.0,facebook,False,True,True,False,False
https://twitter.com/zvw3yu3kkq_,Fake,11,1,1,219,3563,34,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/kirggxjngk80o,Fake,13,1,0,281,1905,4,Personal,1,117.0,facebook,False,True,True,False,False
https://www.instagram.com/d_.s6/,Fake,5,1,1,84,187,4,Business,1,,instagram,True,False,False,True,False
https://www.facebook.com/olivia_wilson,Real,13,0,1,6426,3223,800,Business,1,3553.0,facebook,True,False,True,False,False
https://www.instagram.com/r7ktwm2tv/,Fake,9,1,0,63,493,1,Business,0,,instagram,True,False,False,True,False
https://twitter.com/x8ppz33jn5yzv,Fake,13,1,0,66,698,30,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/jack_smith,Real,10,0,1,49327,34028,708,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/9twm56qasowp,Fake,12,1,0,324,1532,19,Personal,0,39.0,facebook,False,True,True,False,False
https://www.facebook.com/ucklhb6pd68x8,Fake,13,1,0,16,599,13,Personal,0,103.0,facebook,False,True,True,False,False
https://www.facebook.com/6qrpuks3bqsoz,Fake,13,1,0,298,1546,33,Business,0,221.0,facebook,True,False,True,False,False
https://twitter.com/ecqdgkbapfocu,Fake,13,0,0,176,1477,48,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/2jqm5kfqy,Fake,9,1,0,226,633,4,Personal,1,,twitter,False,True,False,False,True
https://www.instagram.com/anna_sky/,Real,8,0,1,5823,1534,62,Business,1,,instagram,True,False,False,True,False
https://www.facebook.com/david_miller,Real,12,0,1,7480,6219,503,Personal,1,3200.0,facebook,False,True,True,False,False
https://www.facebook.com/samantha_lee,Real,12,0,1,41821,26440,615,Business,1,1985.0,facebook,True,False,True,False,False
https://twitter.com/michael_scott,Real,13,0,1,49658,29176,1691,Business,1,,twitter,True,False,False,False,True
https://twitter.com/ks_emvhhagx,Fake,11,0,1,5,3804,6,Personal,1,,twitter,False,True,False,False,True
https://www.instagram.com/uks198ro3g/,Fake,10,1,0,38,111,0,Personal,0,,instagram,False,True,False,True,False
https://twitter.com/__uum,Fake,5,0,1,390,2128,37,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/futez1h20m1,Fake,11,1,0,230,1031,46,Business,0,,twitter,True,False,False,False,True
https://twitter.com/lisa_turner,Real,11,0,1,22489,20998,1740,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/jessica_taylor,Real,14,0,1,7030,6129,1622,Business,0,972.0,facebook,True,False,True,False,False
https://twitter.com/qbl_g3_b,Fake,8,1,1,350,1365,26,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/riphd67v,Fake,8,1,0,374,3744,39,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/sarah_brown,Real,11,0,1,14563,11267,1463,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/ucg6tty8fwipvxg,Fake,15,1,0,100,4400,45,Personal,1,182.0,facebook,False,True,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,35931,30152,183,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/brian_clark,Real,11,0,1,48624,3994,639,Personal,1,2036.0,facebook,False,True,True,False,False
https://www.facebook.com/olivia_wilson,Real,13,0,1,41910,26303,1787,Personal,0,4749.0,facebook,False,True,True,False,False
https://twitter.com/chris_rogers,Real,12,0,1,48651,24097,1671,Business,0,,twitter,True,False,False,False,True
https://twitter.com/of_qmfuc7,Fake,9,1,1,439,4972,10,Business,0,,twitter,True,False,False,False,True
https://twitter.com/michael_scott,Real,13,0,1,48029,31882,838,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/michael_scott,Real,13,0,1,17153,11691,555,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/sarah_brown,Real,11,0,1,30383,2010,1823,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/0qitdwy9,Fake,8,1,0,112,2819,28,Business,0,195.0,facebook,True,False,True,False,False
https://twitter.com/michael_scott,Real,13,0,1,33136,26069,799,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/michael_scott,Real,13,0,1,27459,16284,115,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/1uovk_a,Fake,7,1,1,252,3569,18,Personal,0,16.0,facebook,False,True,True,False,False
https://twitter.com/6sfw_mienb,Fake,10,1,1,482,846,31,Business,0,,twitter,True,False,False,False,True
https://twitter.com/ka_eu8co2r7h9,Fake,13,1,1,35,3793,39,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/dv0mvlm5,Fake,8,1,0,83,2397,50,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/alex_johnson,Real,12,0,1,15446,5138,1253,Personal,1,3577.0,facebook,False,True,True,False,False
https://www.instagram.com/8fkfkwjwes/,Fake,10,1,0,64,327,10,Personal,1,,instagram,False,True,False,True,False
https://www.facebook.com/olivia_wilson,Real,13,0,1,16753,12715,802,Business,0,4749.0,facebook,True,False,True,False,False
https://www.facebook.com/xq2g_klhl,Fake,9,1,1,431,3510,30,Business,1,172.0,facebook,True,False,True,False,False
https://www.instagram.com/anna_sky/,Real,8,0,1,7897,3216,453,Personal,0,,instagram,False,True,False,True,False
https://www.facebook.com/15lpt,Fake,5,1,0,450,4793,3,Business,0,255.0,facebook,True,False,True,False,False
https://twitter.com/_2w555x2fo,Fake,10,1,1,157,3669,27,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/david_miller,Real,12,0,1,1406,1263,656,Business,1,1808.0,facebook,True,False,True,False,False
https://twitter.com/chris_rogers,Real,12,0,1,18587,11810,729,Business,1,,twitter,True,False,False,False,True
https://www.instagram.com/nrp57n/,Fake,6,1,0,98,535,0,Business,0,,instagram,True,False,False,True,False
https://twitter.com/jack_smith,Real,10,0,1,17226,11550,1672,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/brian_clark,Real,11,0,1,34070,13768,873,Personal,1,1283.0,facebook,False,True,True,False,False
https://www.facebook.com/e9jyktgom3,Fake,10,1,0,193,3370,49,Business,0,14.0,facebook,True,False,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,4031,957,1191,Business,1,,twitter,True,False,False,False,True
https://twitter.com/ovqjwrx8ci3,Fake,11,1,0,411,3503,1,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/lisa_turner,Real,11,0,1,43144,22371,1635,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/bof8h9exvkx,Fake,11,1,0,8,952,5,Personal,0,180.0,facebook,False,True,True,False,False
https://www.instagram.com/06.rf7rv6welb/,Fake,13,1,1,86,658,2,Business,0,,instagram,True,False,False,True,False
https://www.facebook.com/o4rpn,Fake,5,1,0,265,4161,28,Business,0,235.0,facebook,True,False,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,45555,17896,1722,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/o1aun7oi,Fake,8,1,0,65,4602,15,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/4e96l5788s,Fake,10,1,0,12,1799,13,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/8fw7pfu6iyhr,Fake,12,1,0,80,1057,8,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/7tzz6u63qbceh,Fake,13,1,0,223,3103,35,Personal,0,,twitter,False,True,False,False,True
https://www.instagram.com/2zb_weh/,Fake,7,1,1,23,467,5,Business,0,,instagram,True,False,False,True,False
https://twitter.com/9p2ef,Fake,5,1,0,299,1102,27,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/q8_0dmrf_ra01wp,Fake,15,1,1,389,3643,36,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/sarah_brown,Real,11,0,1,22168,17106,688,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/nmdivj8cc43p,Fake,12,1,0,386,546,25,Personal,1,76.0,facebook,False,True,True,False,False
https://www.facebook.com/dsrkdv5gmj,Fake,10,1,0,350,4732,18,Business,0,21.0,facebook,True,False,True,False,False
https://twitter.com/jco9jknyb46zs,Fake,13,1,0,394,879,39,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/9x6n6ri1f,Fake,9,1,0,480,1058,50,Personal,0,234.0,facebook,False,True,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,45157,39598,349,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/jessica_taylor,Real,14,0,1,12269,1475,1345,Business,1,2338.0,facebook,True,False,True,False,False
https://www.instagram.com/rpst_ylzxx/,Fake,10,0,1,14,473,10,Personal,0,,instagram,False,True,False,True,False
https://twitter.com/nf21ky,Fake,6,1,0,158,961,47,Business,1,,twitter,True,False,False,False,True
https://twitter.com/g2w7k1ieyut,Fake,11,1,0,246,4936,39,Business,0,,twitter,True,False,False,False,True
https://twitter.com/4xd7jc,Fake,6,1,0,256,4478,15,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/brian_clark,Real,11,0,1,33889,13382,1244,Personal,1,4925.0,facebook,False,True,True,False,False
https://twitter.com/zmhyu9z9an,Fake,10,1,0,68,1716,15,Personal,0,,twitter,False,True,False,False,True
https://www.instagram.com/oeqrbp5yu2/,Fake,10,1,0,36,243,0,Business,1,,instagram,True,False,False,True,False
https://www.instagram.com/v8vqic7y/,Fake,8,1,0,99,311,3,Business,0,,instagram,True,False,False,True,False
https://twitter.com/sarah_brown,Real,11,0,1,8464,7921,321,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/5auikmcibcy,Fake,11,1,0,102,745,32,Business,1,61.0,facebook,True,False,True,False,False
https://www.facebook.com/alex_johnson,Real,12,0,1,1313,361,1005,Business,1,3508.0,facebook,True,False,True,False,False
https://www.facebook.com/cgaks4iy,Fake,8,1,0,419,3717,45,Business,0,115.0,facebook,True,False,True,False,False
https://www.facebook.com/samantha_lee,Real,12,0,1,18544,14942,1572,Personal,1,4818.0,facebook,False,True,True,False,False
https://www.facebook.com/david_miller,Real,12,0,1,29424,17944,174,Business,1,4593.0,facebook,True,False,True,False,False
https://twitter.com/ss7ki4nc1q3r68,Fake,14,1,0,342,1678,44,Personal,0,,twitter,False,True,False,False,True
https://www.instagram.com/so_f962ikl6z/,Fake,12,1,1,59,847,4,Business,1,,instagram,True,False,False,True,False
https://www.instagram.com/lnpwicwdr9/,Fake,10,1,0,13,690,0,Personal,1,,instagram,False,True,False,True,False
https://www.facebook.com/y10_qcrnwrchay,Fake,14,1,1,289,2960,49,Personal,0,85.0,facebook,False,True,True,False,False
https://www.instagram.com/6.v092ki/,Fake,8,1,1,100,323,6,Personal,0,,instagram,False,True,False,True,False
https://twitter.com/sarah_brown,Real,11,0,1,47066,5553,864,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/3x2mf4fwloqjy51,Fake,15,1,0,79,2020,45,Business,1,,twitter,True,False,False,False,True
https://www.facebook.com/ljd5lwkqj55bkof,Fake,15,1,0,302,913,34,Business,1,160.0,facebook,True,False,True,False,False
https://www.instagram.com/tci8zexf9r/,Fake,10,1,0,14,217,0,Business,1,,instagram,True,False,False,True,False
https://www.facebook.com/0c3nx1he0,Fake,9,1,0,294,4062,8,Personal,1,45.0,facebook,False,True,True,False,False
https://www.instagram.com/7zo.b2c/,Fake,7,1,1,82,444,0,Personal,1,,instagram,False,True,False,True,False
https://twitter.com/7hycdl4g,Fake,8,1,0,413,2830,22,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/7qez7_nnducd,Fake,12,1,1,178,3421,22,Business,1,128.0,facebook,True,False,True,False,False
https://www.instagram.com/s5wyiz7bepkw/,Fake,12,1,0,48,261,7,Business,0,,instagram,True,False,False,True,False
https://www.facebook.com/lprwseq,Fake,7,0,0,494,3216,21,Personal,1,225.0,facebook,False,True,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,32697,22516,1196,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/brian_clark,Real,11,0,1,27246,11067,1311,Business,0,3223.0,facebook,True,False,True,False,False
https://www.facebook.com/084q9p6o,Fake,8,1,0,426,973,46,Business,1,203.0,facebook,True,False,True,False,False
https://www.instagram.com/tilma3rmtizx7/,Fake,13,1,0,92,179,6,Business,1,,instagram,True,False,False,True,False
https://twitter.com/fzifrnepornqovb,Fake,15,0,0,7,677,24,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/david_miller,Real,12,0,1,23931,3701,1741,Business,1,1068.0,facebook,True,False,True,False,False
https://twitter.com/chris_rogers,Real,12,0,1,21383,4365,648,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/chris_rogers,Real,12,0,1,18428,17900,442,Business,1,,twitter,True,False,False,False,True
https://www.facebook.com/jessica_taylor,Real,14,0,1,49819,42312,491,Business,1,792.0,facebook,True,False,True,False,False
https://www.facebook.com/samantha_lee,Real,12,0,1,11887,8742,1978,Business,1,906.0,facebook,True,False,True,False,False
https://www.facebook.com/r5g385d15,Fake,9,1,0,220,4944,4,Business,0,8.0,facebook,True,False,True,False,False
https://twitter.com/dbr7q6p2a6jnu,Fake,13,1,0,396,1783,39,Personal,0,,twitter,False,True,False,False,True
https://www.facebook.com/s0n_wp03gd9z1t6,Fake,15,1,1,379,1983,8,Personal,1,81.0,facebook,False,True,True,False,False
https://www.facebook.com/jessica_taylor,Real,14,0,1,11507,600,1600,Personal,1,3735.0,facebook,False,True,True,False,False
https://twitter.com/m8tt6uqxwysm4q,Fake,14,1,0,420,3330,20,Personal,1,,twitter,False,True,False,False,True
https://twitter.com/lb8q0,Fake,5,1,0,300,2558,38,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/david_miller,Real,12,0,1,33198,6157,1954,Business,1,3160.0,facebook,True,False,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,11773,1550,831,Business,1,,twitter,True,False,False,False,True
https://www.instagram.com/.3yxbaz./,Fake,8,1,1,21,897,10,Personal,1,,instagram,False,True,False,True,False
https://www.facebook.com/brian_clark,Real,11,0,1,45570,39739,1479,Personal,1,4506.0,facebook,False,True,True,False,False
https://www.facebook.com/brian_clark,Real,11,0,1,6306,3256,1457,Personal,1,311.0,facebook,False,True,True,False,False
https://www.facebook.com/m_tb4zdk7ia0xo,Fake,14,1,1,111,1822,28,Personal,0,139.0,facebook,False,True,True,False,False
https://twitter.com/i28mcab8vn693j0,Fake,15,1,0,306,3758,44,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/david_miller,Real,12,0,1,23267,19734,1352,Personal,0,3011.0,facebook,False,True,True,False,False
https://www.facebook.com/olivia_wilson,Real,13,0,1,5914,4402,1163,Business,0,4260.0,facebook,True,False,True,False,False
https://www.instagram.com/l_2ndmjvx7l75i/,Fake,14,1,1,89,995,8,Personal,0,,instagram,False,True,False,True,False
https://twitter.com/3szh0nf,Fake,7,1,0,427,1094,10,Business,0,,twitter,True,False,False,False,True
https://twitter.com/qgw8w4j29d,Fake,10,1,0,70,943,37,Personal,1,,twitter,False,True,False,False,True
https://www.facebook.com/em37b271l6who,Fake,13,1,0,362,2166,19,Personal,0,229.0,facebook,False,True,True,False,False
https://twitter.com/56vp5a2os6opt,Fake,13,1,0,229,1757,32,Personal,0,,twitter,False,True,False,False,True
https://twitter.com/phc1fqh_p4o,Fake,11,1,1,93,4375,31,Business,0,,twitter,True,False,False,False,True
https://twitter.com/jack_smith,Real,10,0,1,35577,13097,852,Business,1,,twitter,True,False,False,False,True
https://www.facebook.com/iyr0xv5xedkkr,Fake,13,1,0,182,3765,14,Business,0,1.0,facebook,True,False,True,False,False
https://twitter.com/emily_adams,Real,11,0,1,7674,4898,522,Personal,1,,twitter,False,True,False,False,True
https://www.instagram.com/mike.doe/,Real,8,0,1,4389,3338,138,Personal,0,,instagram,False,True,False,True,False
https://www.facebook.com/mqfsfq4jro,Fake,10,1,0,75,3349,49,Personal,1,63.0,facebook,False,True,True,False,False
https://twitter.com/lisa_turner,Real,11,0,1,25535,8632,1298,Personal,0,,twitter,False,True,False,False,True
https://www.instagram.com/0_kg3vhtu52f/,Fake,12,1,1,51,830,3,Business,0,,instagram,True,False,False,True,False
https://www.facebook.com/abhwha5yv7gh6m,Fake,14,1,0,149,3099,20,Business,0,238.0,facebook,True,False,True,False,False
https://www.facebook.com/jf0u4bw_9m2urc4,Fake,15,1,1,461,4839,19,Business,1,121.0,facebook,True,False,True,False,False
https://www.instagram.com/sophia_heart/,Real,12,0,1,9089,8442,86,Personal,1,,instagram,False,True,False,True,False
https://www.instagram.com/j01hsca/,Fake,7,1,0,32,604,9,Personal,0,,instagram,False,True,False,True,False
https://twitter.com/5h36exv2p,Fake,9,1,0,396,4206,28,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/jessica_taylor,Real,14,0,1,15068,874,119,Business,1,4181.0,facebook,True,False,True,False,False
https://www.facebook.com/jessica_taylor,Real,14,0,1,5024,2519,1678,Business,1,1825.0,facebook,True,False,True,False,False
https://www.instagram.com/emfy60v_/,Fake,8,1,1,36,613,0,Personal,1,,instagram,False,True,False,True,False
https://twitter.com/michael_scott,Real,13,0,1,42943,5140,1040,Business,1,,twitter,True,False,False,False,True
https://twitter.com/9cyef592z_t6a,Fake,13,1,1,308,3620,34,Business,0,,twitter,True,False,False,False,True
https://www.facebook.com/kp6bfnl1yhmlx2n,Fake,15,1,0,148,2447,35,Personal,1,11.0,facebook,False,True,True,False,False
https://twitter.com/michael_scott,Real,13,0,1,43616,13010,597,Personal,0,,twitter,False,True,False,False,True
